asin,sku,date,metrics.sales,metrics.spend,metrics.clicks,metrics.impressions,metrics.orders,metrics.conversion_rate,metrics.acos,metrics.roas,metrics.ctr,metrics.cpc,metrics.conversions,metrics.same_sku_sales,metrics.same_sku_orders,metrics.daily_budget,metrics.total_budget,metrics.max_spend,metrics.avg_spend,metrics.total_sales,metrics.total_acos,metrics.total_units,metrics.organic_sales,metrics.organic_orders,metrics.page_views,metrics.ad_sales_perc,metrics.tos_is,metrics.aov,metrics.sessions,metrics.buy_box_percentage,metrics.browser_sessions,metrics.mobile_app_sessions
B0G4SCJVDG,"""None""","""2026-04-28""",760.95,24.3,7,257,1,0.142857,0.0319,31.31,0.0272,3.47,1,0,0,,,,,0,,0,0,0,15,,,760.95,0,,0,0
B0G4SCBHF1,"""None""","""2026-04-21""",757.14,5.83,2,55,1,0.5,0.0077,129.87,0.0364,2.92,1,757.14,1,,,,,757.14,0.77,1,0,0,61,100,,757.14,0,,0,0
B0G4SCBHF1,"""None""","""2026-04-24""",757.14,5.4,2,66,1,0.5,0.0071,140.21,0.0303,2.7,1,757.14,1,,,,,757.14,0.71,1,0,0,46,100,,757.14,0,,0,0
B0G4SDHVS2,"""None""","""2026-04-11""",1042.86,13.29,8,1311,1,0.125,0.0127,78.47,0.0061,1.66,1,0,0,,,,,0,,0,0,0,33,,,1042.86,0,,0,0
B0G4SDHVS2,"""None""","""2026-04-12""",757.14,68.55,37,5837,1,0.027027,0.0905,11.05,0.0063,1.85,1,0,0,,,,,757.14,9.05,1,0,0,86,100,,757.14,0,,0,0
B0G4SDHVS2,"""None""","""2026-04-15""",757.14,90.37,39,4135,1,0.025641,0.1194,8.38,0.0094,2.32,1,757.14,1,,,,,757.14,11.94,1,0,0,90,100,,757.14,0,,0,0
B0G4SDHVS2,"""None""","""2026-04-16""",760.95,83.56,37,5207,1,0.027027,0.1098,9.11,0.0071,2.26,1,0,0,,,,,760.95,10.98,1,0,0,78,100,,760.95,0,,0,0
B0G4SDHVS2,"""None""","""2026-04-17""",760.95,124.66,51,6781,1,0.019608,0.1638,6.1,0.0075,2.44,1,760.95,1,,,,,0,,0,0,0,68,,,760.95,0,,0,0
B0G4SDHVS2,"""None""","""2026-04-18""",757.14,110.07,46,4179,1,0.021739,0.1454,6.88,0.011,2.39,1,0,0,,,,,0,,0,0,0,59,,,757.14,0,,0,0
B0G4SDHVS2,"""None""","""2026-04-20""",757.14,110.82,45,3900,1,0.022222,0.1464,6.83,0.0115,2.46,1,0,0,,,,,0,,0,0,0,85,,,757.14,0,,0,0
B0G4SDHVS2,"""None""","""2026-04-24""",757.14,103.39,33,4089,1,0.030303,0.1366,7.32,0.0081,3.13,1,0,0,,,,,0,,0,0,0,54,,,757.14,0,,0,0
B0G4SDHVS2,"""None""","""2026-04-27""",757.14,127.58,42,5630,1,0.02381,0.1685,5.93,0.0075,3.04,1,757.14,1,,,,,757.14,16.85,1,0,0,75,100,,757.14,0,,0,0
B0G4SDHVS2,"""None""","""2026-04-29""",757.14,88.01,29,7447,1,0.034483,0.1162,8.6,0.0039,3.03,1,757.14,1,,,,,0,,0,0,0,62,,,757.14,0,,0,0
B0GHFZZ41S,"""None""","""2026-04-18""",1042.86,30.27,24,2745,1,0.041667,0.029,34.45,0.0087,1.26,1,0,0,,,,,0,,0,0,0,31,,,1042.86,0,,0,0
B0GHFZZ41S,"""None""","""2026-04-23""",0,45.03,38,3827,1,0.026316,,0,0.0099,1.19,1,0,0,,,,,0,,0,0,0,66,,,0,0,,0,0
B0GHFZZ41S,"""None""","""2026-04-24""",1042.86,24.31,19,1580,1,0.052632,0.0233,42.9,0.012,1.28,1,1042.86,1,,,,,0,,0,0,0,32,,,1042.86,0,,0,0
B0GHFZZ41S,"""None""","""2026-04-30""",1042.86,57.62,43,5204,1,0.023256,0.0553,18.1,0.0083,1.34,1,1042.86,1,,,,,0,,0,0,0,58,,,1042.86,0,,0,0
B0FDGNBGT9,"""None""","""2026-04-17""",757.14,66.6,31,1371,1,0.032258,0.088,11.37,0.0226,2.15,1,0,0,,,,,709.52,9.39,1,0,0,57,106.71,,757.14,0,,0,0
B0FDGNBGT9,"""None""","""2026-04-20""",709.52,69.24,32,1898,1,0.03125,0.0976,10.25,0.0169,2.16,1,709.52,1,,,,,0,,0,0,0,53,,,709.52,0,,0,0
B0FDGNBGT9,"""None""","""2026-04-21""",709.52,50.79,18,1832,1,0.055556,0.0716,13.97,0.0098,2.82,1,0,0,,,,,0,,0,0,0,56,,,709.52,0,,0,0
B0FDGNBGT9,"""None""","""2026-04-23""",713.33,147.71,46,3833,1,0.021739,0.2071,4.83,0.012,3.21,1,0,0,,,,,0,,0,0,0,76,,,713.33,0,,0,0
B0FDGNBGT9,"""None""","""2026-04-27""",709.52,112.16,49,5722,1,0.020408,0.1581,6.33,0.0086,2.29,1,0,0,,,,,0,,0,0,0,84,,,709.52,0,,0,0
B0FDGNBGT9,"""None""","""2026-04-30""",713.33,166.36,71,10215,1,0.014085,0.2332,4.29,0.007,2.34,1,0,0,,,,,0,,0,0,0,115,,,713.33,0,,0,0
B0G4S86QJW,"""None""","""2026-04-18""",757.14,13.48,4,148,1,0.25,0.0178,56.17,0.027,3.37,1,757.14,1,,,,,0,,0,0,0,68,,,757.14,0,,0,0
B0G4VKMDB8,"""None""","""2026-04-15""",757.14,46.8,21,4862,1,0.047619,0.0618,16.18,0.0043,2.23,1,0,0,,,,,757.14,6.18,1,0,0,43,100,,757.14,0,,0,0
B0FDGL8RPH,"""None""","""2026-04-16""",1426.66,145.48,44,5083,2,0.022727,0.102,9.81,0.0087,3.31,1,1426.66,2,,,,,713.33,20.39,1,0,0,62,200,,1426.66,0,,0,0
B0FDGL8RPH,"""None""","""2026-04-17""",709.52,83.09,27,3939,1,0.037037,0.1171,8.54,0.0069,3.08,1,709.52,1,,,,,0,,0,0,0,42,,,709.52,0,,0,0
B0FDGL8RPH,"""None""","""2026-04-28""",709.52,44.77,23,2201,1,0.043478,0.0631,15.85,0.0104,1.95,1,709.52,1,,,,,709.52,6.31,1,0,0,43,100,,709.52,0,,0,0
B0GHFJZ62R,"""None""","""2026-04-14""",1046.67,48.71,35,4050,1,0.028571,0.0465,21.49,0.0086,1.39,1,1046.67,1,,,,,1042.86,4.67,1,0,0,104,100.37,,1046.67,0,,0,0
B0GHFJZ62R,"""None""","""2026-04-17""",757.14,59.34,42,5386,1,0.02381,0.0784,12.76,0.0078,1.41,1,0,0,,,,,0,,0,0,0,93,,,757.14,0,,0,0
B0GHFJZ62R,"""None""","""2026-04-20""",757.14,42.29,32,3832,1,0.03125,0.0559,17.9,0.0084,1.32,1,0,0,,,,,1042.86,4.06,1,285.72,0,90,72.6,,757.14,0,,0,0
B0GHFJZ62R,"""None""","""2026-04-23""",1042.86,15.36,15,2850,1,0.066667,0.0147,67.89,0.0053,1.02,1,1042.86,1,,,,,0,,0,0,0,78,,,1042.86,0,,0,0
B0GHFJZ62R,"""None""","""2026-04-27""",1042.86,24,24,2862,1,0.041667,0.023,43.45,0.0084,1,1,1042.86,1,,,,,1042.86,2.3,1,0,0,104,100,,1042.86,0,,0,0
