asin,sku,date,sales,spend,clicks,impressions,orders,conversion_rate,acos,roas,ctr,cpc,conversions,same_sku_sales,same_sku_orders,daily_budget,total_budget,max_spend,avg_spend,total_sales,total_acos,total_units,organic_sales,organic_orders,page_views,ad_sales_perc,tos_is,aov,sessions,buy_box_percentage,browser_sessions,mobile_app_sessions
B0BQMQK56W,"""None""","""2026-03-10""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-12""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-14""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-15""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-19""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-20""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-23""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-24""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-26""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-27""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-28""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-29""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0BQMQK56W,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0F32VQW3W,"""None""","""2026-03-01""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-02""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-03""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-04""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-05""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-06""",,,,,,,,,,,,,,,,,,0,,0,,,4,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-07""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-08""",,,,,,,,,,,,,,,,,,0,,0,,,2,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-09""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-10""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-11""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-12""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-13""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-14""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-15""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-16""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-17""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-18""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-19""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-20""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-23""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-24""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-25""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-26""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-27""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-28""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-29""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0F32VQW3W,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0F32VQW3W,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FFTQCNZR,"""None""","""2026-03-01""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FFTQCNZR,"""None""","""2026-03-02""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FFTQCNZR,"""None""","""2026-03-03""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FFTQCNZR,"""None""","""2026-03-04""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FFTQCNZR,"""None""","""2026-03-05""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FFTQCNZR,"""None""","""2026-03-16""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FFTQCNZR,"""None""","""2026-03-17""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FFTQCNZR,"""None""","""2026-03-19""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FFTQCNZR,"""None""","""2026-03-20""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FFTQCNZR,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FFTQCNZR,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FFTQCNZR,"""None""","""2026-03-23""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FFTQCNZR,"""None""","""2026-03-24""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FFTQCNZR,"""None""","""2026-03-26""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FFTQCNZR,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FFTQCNZR,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-01""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-05""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-06""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-07""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-08""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-10""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-11""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-12""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-13""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-14""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-15""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-16""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-17""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-18""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-19""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-20""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-23""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-24""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-25""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-26""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-27""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-28""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-29""",,,,,,,,,,,,,,,,,,0,,0,,,2,,,,0,,0,0
B0FGVNT9VS,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGVNT9VS,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGVKHXMP,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVKHXMP,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVKHXMP,"""None""","""2026-03-23""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVKHXMP,"""None""","""2026-03-25""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVKHXMP,"""None""","""2026-03-26""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVKHXMP,"""None""","""2026-03-28""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FGVKHXMP,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,0,,0,,,2,,,,0,,0,0
B0CWLK4DDL,"""None""","""2026-03-01""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-02""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-03""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-04""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-05""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-06""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-07""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-08""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-09""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-10""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-12""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-14""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-15""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-19""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-20""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-23""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-24""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-26""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-27""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-28""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-29""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CWLK4DDL,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-01""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-02""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-03""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-04""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-05""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-06""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-07""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-08""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-09""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-10""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-12""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-14""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-15""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-19""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-20""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-23""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-24""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-26""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-27""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-28""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-29""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXRRWRX,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FFTQQFKR,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FFTQQFKR,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FFTQQFKR,"""None""","""2026-03-23""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-01""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-02""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-03""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-04""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-05""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-06""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-07""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-08""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-09""",,,,,,,,,,,,,,,,,,0,,0,,,2,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-10""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-11""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-12""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-13""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-14""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-15""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-16""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-17""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-18""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-19""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-20""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-23""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-24""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-25""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-26""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-27""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-28""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-29""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGXS2VDR,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGXS2VDR,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-01""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-02""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-03""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-04""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-05""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-06""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-07""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-08""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-09""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-10""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-11""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-12""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-13""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-14""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-15""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-16""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-17""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-18""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-19""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-20""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-23""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-24""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-25""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-26""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-27""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-28""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-29""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-30""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0CVXJKW3W,"""None""","""2026-03-31""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B0FGVKL4R3,"""None""","""2026-03-21""",,,,,,,,,,,,,,,,,,0,,0,,,1,,,,0,,0,0
B0FGVKL4R3,"""None""","""2026-03-22""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B0FGVKL4R3,"""None""","""2026-03-23""",,,,,,,,,,,,,,,,,,0,,0,,,0,,,,0,,0,0
B09BZMRQV6,"""None""","""2026-03-01""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09BZMRQV6,"""None""","""2026-03-02""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09BZMRQV6,"""None""","""2026-03-03""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09BZMRQV6,"""None""","""2026-03-04""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09BZMRQV6,"""None""","""2026-03-05""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09BZMRQV6,"""None""","""2026-03-06""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B09BZMRQV6,"""None""","""2026-03-07""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
