asin,sku,date,sales,spend,clicks,impressions,orders,conversion_rate,acos,roas,ctr,cpc,conversions,same_sku_sales,same_sku_orders,daily_budget,total_budget,max_spend,avg_spend,total_sales,total_acos,total_units,organic_sales,organic_orders,page_views,ad_sales_perc,tos_is,aov,sessions,buy_box_percentage,browser_sessions,mobile_app_sessions
B0F32WZTFY,"""None""","""2026-03-11""",0,0,0,40,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-12""",0,8.45,3,935,0,0,,0,0.0032,2.82,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-13""",0,0,0,43,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-14""",0,0,0,21,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-15""",0,0,0,31,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-16""",0,0,0,36,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-17""",0,0,0,33,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-18""",0,0,0,46,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-19""",0,0,0,165,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-20""",0,4.03,2,65,0,0,,0,0.0308,2.02,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-25""",0,0,0,81,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-26""",0,6.92,2,137,0,0,,0,0.0146,3.46,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-27""",0,3.91,1,81,0,0,,0,0.0123,3.91,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-28""",0,0,0,70,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-29""",0,0,0,130,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0F32WZTFY,"""None""","""2026-03-30""",0,0,0,121,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
B0F32WZTFY,"""None""","""2026-03-31""",0,3.86,1,169,0,0,,0,0.0059,3.86,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-01""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-02""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-03""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-04""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-05""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-06""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-07""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-08""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-09""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-10""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-11""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-12""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-13""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-14""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-15""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-16""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-17""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-18""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-19""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-20""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-21""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-22""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-23""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-24""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-25""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-26""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-27""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-28""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CW3RVG6W,"""None""","""2026-03-29""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-01""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,5,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-02""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,6,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-03""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-04""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-05""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-06""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-07""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-08""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-09""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-10""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,494.29,0,1,494.29,1,1,0,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-11""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-12""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-13""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-14""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-15""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-16""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-17""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,6,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-18""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,5,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-19""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-20""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-21""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-22""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-23""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-24""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,5,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-25""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-26""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-27""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-28""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0CTNSNK64,"""None""","""2026-03-29""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,490.48,0,1,490.48,1,4,0,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-01""",0,0,0,3,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-02""",0,0,0,13,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-03""",0,0,0,22,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-04""",0,0,0,8,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-05""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-06""",0,0,0,29,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-07""",0,3.91,1,11,0,0,,0,0.0909,3.91,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-08""",0,0,0,5,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-09""",0,0,0,6,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-11""",0,0,0,8,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-12""",0,0,0,9,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-13""",0,0,0,4,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-14""",0,0,0,9,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-15""",0,0,0,9,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-16""",0,0,0,9,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-17""",0,0,0,8,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-18""",0,0,0,6,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-19""",0,0,0,3,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-20""",0,0,0,10,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-24""",0,0,0,4,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-25""",0,0,0,4,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-27""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-28""",0,0,0,5,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-29""",0,0,0,3,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTPDB2M,"""None""","""2026-03-30""",0,0,0,5,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
B0FFTPDB2M,"""None""","""2026-03-31""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
B0CVXJV87L,"""None""","""2026-03-01""",0,0,0,21,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CVXJV87L,"""None""","""2026-03-02""",0,0,0,15,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CVXJV87L,"""None""","""2026-03-03""",0,0,0,13,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CVXJV87L,"""None""","""2026-03-04""",0,0,0,4,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CVXJV87L,"""None""","""2026-03-05""",0,0,0,4,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CVXJV87L,"""None""","""2026-03-27""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CVXJV87L,"""None""","""2026-03-29""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-03""",0,9.88,7,1144,0,0,,0,0.0061,1.41,0,0,0,,,,,0,,0,0,0,16,,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-04""",0,5.55,4,627,0,0,,0,0.0064,1.39,0,0,0,,,,,0,,0,0,0,15,,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-05""",0,18.42,14,1251,0,0,,0,0.0112,1.32,0,0,0,,,,,0,,0,0,0,25,,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-06""",0,24.35,18,1560,0,0,,0,0.0115,1.35,0,0,0,,,,,0,,0,0,0,33,,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-07""",0,18.03,11,979,0,0,,0,0.0112,1.64,0,0,0,,,,,0,,0,0,0,26,,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-08""",0,26.05,17,1993,0,0,,0,0.0085,1.53,0,0,0,,,,,0,,0,0,0,29,,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-12""",0,22.6,15,1475,0,0,,0,0.0102,1.51,0,0,0,,,,,0,,0,0,0,20,,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-13""",0,43.93,24,2533,0,0,,0,0.0095,1.83,0,0,0,,,,,494.29,8.89,1,494.29,1,49,0,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-14""",0,62.16,38,2373,0,0,,0,0.016,1.64,0,0,0,,,,,494.28,12.58,1,494.28,1,49,0,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-15""",0,97.46,66,8275,0,0,,0,0.008,1.48,0,0,0,,,,,0,,0,0,0,100,,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-16""",0,64.66,39,11709,0,0,,0,0.0033,1.66,0,0,0,,,,,0,,0,0,0,54,,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-17""",0,60.07,36,7327,0,0,,0,0.0049,1.67,0,0,0,,,,,0,,0,0,0,63,,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-19""",0,30.32,14,556,0,0,,0,0.0252,2.17,0,0,0,,,,,0,,0,0,0,36,,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-21""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,490.48,0,1,490.48,1,13,0,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-22""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,9,,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-23""",0,0,0,18,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,12,,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-24""",0,42.14,17,1249,0,0,,0,0.0136,2.48,0,0,0,,,,,0,,0,0,0,29,,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-25""",0,39.18,16,1871,0,0,,0,0.0086,2.45,0,0,0,,,,,0,,0,0,0,33,,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-27""",0,52.08,25,2551,0,0,,0,0.0098,2.08,0,0,0,,,,,0,,0,0,0,34,,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-28""",0,57.37,26,2614,0,0,,0,0.0099,2.21,0,0,0,,,,,0,,0,0,0,34,,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-30""",0,60.07,30,2848,0,0,,0,0.0105,2,0,0,0,,,,,0,,0,0,0,38,,,,0,,0,0
B0CTNX6XV1,"""None""","""2026-03-31""",0,64.07,32,5743,0,0,,0,0.0056,2,0,0,0,,,,,0,,0,0,0,39,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-01""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-02""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-03""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-04""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-05""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-06""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-07""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-08""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-09""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-10""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-11""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-12""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-13""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-14""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-15""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-16""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-17""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-18""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-19""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-20""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-21""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-22""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-23""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-24""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-25""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-26""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-27""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-28""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0CW3RMFSL,"""None""","""2026-03-29""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-01""",0,0,0,2,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-02""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,437.14,0,1,437.14,1,3,0,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-05""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-06""",0,0,0,3,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-08""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-09""",0,0,0,163,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-10""",0,0,0,3,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-11""",0,0,0,5,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-12""",0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-13""",0,0,0,1,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-14""",0,0,0,3,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-15""",0,0,0,8,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,6,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-16""",0,0,0,11,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,0,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-17""",0,0,0,15,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,6,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-18""",0,0,0,16,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-19""",0,0,0,23,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,9,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-20""",0,0,0,39,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,1,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-24""",0,0,0,16,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-25""",0,0,0,16,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-26""",0,0,0,6,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-27""",0,0,0,97,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,4,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-28""",0,0,0,7,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,2,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-29""",0,0,0,27,0,0,,,0,0,0,0,0,,,,,0,,0,0,0,3,,,,0,,0,0
B0FFTQ7BN7,"""None""","""2026-03-30""",0,0,0,11,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
B0FFTQ7BN7,"""None""","""2026-03-31""",0,0,0,8,0,0,,,0,0,0,0,0,,,,,,,,,,,,,,,,,
